id,question,query
G127,Any unusual expense today?,"WITH debtor_summary AS (
 SELECT
 ml.guid,
 ml.name AS customer_name,
 -- Total Debit (Sales)
 SUM(CASE
 WHEN ta.amount > 0 THEN ta.amount ELSE 0
 END) AS total_debit,
 -- Total Credit (Receipts)
 SUM(CASE
 WHEN ta.amount < 0 THEN ABS(ta.amount) ELSE 0
 END) AS total_credit,
 -- Net Balance
 COALESCE(ml.opening_balance,0) +
 SUM(ta.amount) AS net_balance
 FROM mst_ledger ml
 JOIN mst_group mg ON ml._parent = mg.guid
 LEFT JOIN trn_accounting ta
 ON ta._ledger = ml.guid
 LEFT JOIN trn_voucher tv
 ON ta.guid = tv.guid
 AND tv.date <= '2026-03-31'
 AND tv.is_order_voucher = 0
 WHERE
 LOWER(mg.primary_group) = 'sundry debtors'
 GROUP BY ml.guid, ml.name, ml.opening_balance
)
SELECT
 customer_name,
 ROUND(total_debit,2) AS total_sales,
 ROUND(total_credit,2) AS total_received,
 ROUND(net_balance,2) AS net_balance
FROM debtor_summary
-- ✅ Key Fix
WHERE total_debit > total_credit
ORDER BY (total_debit - total_credit) DESC;"
G128,What is my GST liability?,"WITH stock_movement AS (
 SELECT
 msi.guid,
 msi.name AS item_name,
 tv.date,
 SUM(ti.quantity) AS qty
 FROM trn_inventory ti
 JOIN trn_voucher tv ON ti.guid = tv.guid
 JOIN mst_stock_item msi ON ti._item = msi.guid
 WHERE
 tv.date BETWEEN '2025-04-01' AND '2025-04-01'
 AND tv.is_order_voucher = 0
 GROUP BY msi.guid, msi.name, tv.date
),
running_stock AS (
 SELECT
 sm.item_name,
 sm.date,
 sm.qty,
 -- Opening + running movement
 COALESCE(msi.opening_balance,0) +
 SUM(sm.qty) OVER (
 PARTITION BY sm.item_name
 ORDER BY sm.date
 ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW
 ) AS cumulative_qty
 FROM stock_movement sm
 JOIN mst_stock_item msi ON sm.guid = msi.guid
)
SELECT
 item_name,
 date,
 cumulative_qty
FROM running_stock
WHERE cumulative_qty < 0 -- 🔴 Out of stock condition
ORDER BY item_name, date;"
G129,What is my output GST?,"SELECT msi.name, tv.party_name AS stock_item_name, tv.date AS voucher_date, ti.quantity, ti.amount FROM trn_inventory ti JOIN trn_voucher tv ON ti.guid = tv.guid JOIN mst_stock_item msi ON ti._item = msi.guid WHERE (tv.date >= '2025-07-01' AND tv.date <= '2025-07-31') AND msi.closing_balance < 0;"
G130,What is my input GST?,"SELECT ml.name AS expense_ledger_name, tv.date AS transaction_date, tv.voucher_number, tv.narration, ABS(ta.amount) AS expense_amount FROM trn_accounting AS ta JOIN trn_voucher AS tv ON ta.guid = tv.guid JOIN mst_ledger AS ml ON ta._ledger = ml.guid JOIN mst_group AS mg ON ml._parent = mg.guid WHERE tv.date = '2025-03-28' AND ta.amount < 0 AND mg.primary_group IN ('Indirect Expenses', 'Direct Expenses') AND tv.is_order_voucher = 0 AND tv.is_inventory_voucher = 0;"
G131,What is net GST payable?,"SELECT l.name AS ledger_name, l.parent AS ledger_group, CASE WHEN l.closing_balance > 0 THEN ABS(l.closing_balance) ELSE 0 END AS credit_balance, CASE WHEN l.closing_balance < 0 THEN ABS(l.closing_balance) ELSE 0 END AS debit_balance FROM mst_ledger l INNER JOIN mst_group g ON l._parent = g.guid WHERE g.primary_group = 'Duties & Taxes' AND l.name NOT LIKE '%TDS%' AND l.closing_balance != 0 ORDER BY l.name;"
G132,What is GST summary for this month?,"SELECT
 l.name AS ledger_name,
 CASE
 WHEN l.closing_balance > 0 THEN ABS(l.closing_balance)
 ELSE 0
 END AS credit_balance,
 CASE
 WHEN l.closing_balance < 0 THEN ABS(l.closing_balance)
 ELSE 0
 END AS debit_balance
FROM mst_ledger l
INNER JOIN mst_group g
 ON l._parent = g.guid
WHERE g.primary_group = 'Duties & Taxes'
 AND l.closing_balance <> 0
 AND (
 -- Core Output GST ledgers
 LOWER(l.name) LIKE '%output%'
 -- OR GST types explicitly (excluding input)
 OR (
 (LOWER(l.name) LIKE '%cgst%'
 OR LOWER(l.name) LIKE '%sgst%'
 OR LOWER(l.name) LIKE '%igst%')
 AND LOWER(l.name) NOT LIKE '%input%'
 )
 )
ORDER BY l.name;"
G133,Compare GST last 3 months,"SELECT
 l.name AS ledger_name,
 CASE
 WHEN l.closing_balance > 0 THEN ABS(l.closing_balance)
 ELSE 0
 END AS credit_balance,
 CASE
 WHEN l.closing_balance < 0 THEN ABS(l.closing_balance)
 ELSE 0
 END AS debit_balance
FROM mst_ledger l
INNER JOIN mst_group g
 ON l._parent = g.guid
WHERE g.primary_group = 'Duties & Taxes'
 AND l.closing_balance <> 0
 AND (
 -- Core Output GST ledgers
 LOWER(l.name) LIKE '%input%'
 -- OR GST types explicitly (excluding input)
 OR (
 (LOWER(l.name) LIKE '%cgst%'
 OR LOWER(l.name) LIKE '%sgst%'
 OR LOWER(l.name) LIKE '%igst%'
 OR LOWER(l.name) LIKE '%vat%')
 AND LOWER(l.name) NOT LIKE '%output%'
 )
 )
ORDER BY l.name;"
G134,What is my gross GST on sales?,"SELECT
 COALESCE(ledger_name, 'TOTAL') AS ledger_name,
 SUM(credit_balance) AS credit_balance,
 SUM(debit_balance) AS debit_balance,
 SUM(credit_balance - debit_balance) AS gst_payable
FROM
(
 SELECT
 l.name AS ledger_name,
 CASE
 WHEN l.closing_balance > 0 THEN ABS(l.closing_balance)
 ELSE 0
 END AS credit_balance,
 CASE
 WHEN l.closing_balance < 0 THEN ABS(l.closing_balance)
 ELSE 0
 END AS debit_balance
 FROM mst_ledger l
 INNER JOIN mst_group g
 ON l._parent = g.guid
 WHERE g.primary_group = 'Duties & Taxes'
 AND LOWER(l.name) NOT LIKE '%tds%'
 AND l.closing_balance <> 0
) x
GROUP BY ROLLUP(ledger_name)
ORDER BY
 CASE WHEN ledger_name IS NULL THEN 1 ELSE 0 END,
 ledger_name;"
G135,What is my net GST on sales?,"SELECT
 -- vt.name AS voucher_type,
 ml.name AS gst_ledger,
 ROUND(SUM(CASE WHEN ta.amount < 0 THEN ABS(ta.amount) ELSE 0 END),2) AS debit,
 ROUND(SUM(CASE WHEN ta.amount > 0 THEN ta.amount ELSE 0 END),2) AS credit
FROM trn_accounting ta
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_vouchertype vt ON tv._voucher_type = vt.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
WHERE tv.date BETWEEN '2026-02-01' AND '2026-02-28'
/* All GST related ledgers */
 AND (
 LOWER(ml.name) LIKE '%cgst%'
 OR LOWER(ml.name) LIKE '%sgst%'
 OR LOWER(ml.name) LIKE '%igst%'
 OR LOWER(ml.name) LIKE '%utgst%'
 OR LOWER(ml.name) LIKE '%g s t%'
 )
GROUP BY ml.name
ORDER BY ml.name;"
G136,What is my gross GST on purchase?,"WITH base AS (
 SELECT
 tv.date,
 ta.amount
 FROM trn_accounting ta
 JOIN trn_voucher tv ON ta.guid = tv.guid
 JOIN mst_vouchertype vt ON tv._voucher_type = vt.guid
 JOIN mst_ledger ml ON ta._ledger = ml.guid
 JOIN mst_group g ON ml._parent = g.guid
 WHERE g.primary_group = 'Duties & Taxes'
),
opening AS (
 SELECT
 COALESCE(SUM(amount),0) AS opening_balance
 FROM base
 WHERE date < '2026-03-31'
),
monthly AS (
 SELECT
 DATE_TRUNC('month', date)::date AS month_start,
 TO_CHAR(date,'Mon-YYYY') AS month_name,
 ROUND(SUM(CASE WHEN amount < 0 THEN ABS(amount) ELSE 0 END),2) AS debit,
 ROUND(SUM(CASE WHEN amount > 0 THEN amount ELSE 0 END),2) AS credit,
 SUM(amount) AS net_change
 FROM base
 WHERE date BETWEEN '2026-01-01' AND '2026-03-31'
 GROUP BY 1,2
)
SELECT
 m.month_name,
 m.debit,
 m.credit
FROM monthly m
CROSS JOIN opening o
ORDER BY m.month_start;"
G137,What is my net GST on purchase?,"SELECT
 vt.parent,
 ml.name AS ledger_name,
 SUM(ABS(ta.amount)) AS gst_amount,
 COUNT(DISTINCT tv.guid) AS voucher_count
FROM trn_voucher tv
JOIN trn_accounting ta ON tv.guid = ta.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
JOIN mst_vouchertype vt ON tv._voucher_type = vt.guid
WHERE tv.date BETWEEN '2025-04-01' AND '2026-03-31'
 AND LOWER(vt.parent) LIKE '%sales%'
 AND mg.primary_group = 'Duties & Taxes'
GROUP BY ml.name, vt.parent
ORDER BY ml.name;"
G138,Any mismatch in GSTR-1 vs GSTR-3B?,"SELECT
 -- vt.parent,
 ml.name AS ledger_name,
 SUM(ta.amount) AS gst_amount,
 COUNT(DISTINCT tv.guid) AS voucher_count
FROM trn_voucher tv
JOIN trn_accounting ta ON tv.guid = ta.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
JOIN mst_vouchertype vt ON tv._voucher_type = vt.guid
WHERE tv.date BETWEEN '2025-04-01' AND '2026-03-31'
AND mg.primary_group = 'Duties & Taxes'
AND (
 LOWER(vt.parent) LIKE '%credit note%'
 OR LOWER(vt.parent) LIKE '%sales%'
 )
AND LOWER(vt.parent) NOT LIKE '%sales or%'
GROUP BY ml.name
-- ,vt.parent
ORDER BY ml.name;"
G139,What is late fee liability?,"SELECT
 vt.parent,
 ml.name AS ledger_name,
 SUM(ABS(ta.amount)) AS gst_amount,
 COUNT(DISTINCT tv.guid) AS voucher_count
FROM trn_voucher tv
JOIN trn_accounting ta ON tv.guid = ta.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
JOIN mst_vouchertype vt ON tv._voucher_type = vt.guid
WHERE tv.date BETWEEN '2025-04-01' AND '2026-03-31'
 AND LOWER(vt.parent) LIKE '%purchase%'
 AND mg.primary_group = 'Duties & Taxes'
GROUP BY ml.name, vt.parent
ORDER BY ml.name;"
G140,What is reverse charge liability?,"SELECT
 -- vt.parent,
 ml.name AS ledger_name,
 SUM(ta.amount) AS gst_amount,
 COUNT(DISTINCT tv.guid) AS voucher_count
FROM trn_voucher tv
JOIN trn_accounting ta ON tv.guid = ta.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
JOIN mst_vouchertype vt ON tv._voucher_type = vt.guid
WHERE tv.date BETWEEN '2025-04-01' AND '2026-03-31'
AND mg.primary_group = 'Duties & Taxes'
AND (
 LOWER(vt.parent) LIKE '%debit note%'
 OR LOWER(vt.parent) LIKE '%purchase%'
 )
AND LOWER(vt.parent) NOT LIKE '%purchase or%'
GROUP BY ml.name
-- ,vt.parent
ORDER BY ml.name;"
G141,What is total TDS deducted?,"WITH gstr1_summary AS (
 SELECT
 DATE_TRUNC('month', v.date) AS month,
 -- ✅ Taxable (ONLY sales accounts)
 SUM(CASE
 WHEN LOWER(g.primary_group) = 'sales accounts'
 AND vt.parent IN ('Sales','Debit Note')
 THEN ABS(a.amount)
 WHEN LOWER(g.primary_group) = 'sales accounts'
 AND vt.parent = 'Credit Note'
 THEN -ABS(a.amount)
 ELSE 0
 END) AS gstr1_taxable_value,
 -- ✅ CGST
 SUM(CASE
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%cgst%'
 AND vt.parent IN ('Sales','Debit Note')
 THEN ABS(a.amount)
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%cgst%'
 AND vt.parent = 'Credit Note'
 THEN -ABS(a.amount)
 ELSE 0
 END) AS gstr1_cgst,
 -- ✅ SGST
 SUM(CASE
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%sgst%'
 AND vt.parent IN ('Sales','Debit Note')
 THEN ABS(a.amount)
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%sgst%'
 AND vt.parent = 'Credit Note'
 THEN -ABS(a.amount)
 ELSE 0
 END) AS gstr1_sgst,
 -- ✅ IGST
 SUM(CASE
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%igst%'
 AND vt.parent IN ('Sales','Debit Note')
 THEN ABS(a.amount)
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%igst%'
 AND vt.parent = 'Credit Note'
 THEN -ABS(a.amount)
 ELSE 0
 END) AS gstr1_igst
 FROM trn_voucher v
 JOIN mst_vouchertype vt ON v._voucher_type = vt.guid
 JOIN trn_accounting a ON v.guid = a.guid
 JOIN mst_ledger l ON a._ledger = l.guid
 JOIN mst_group g ON l._parent = g.guid
 WHERE
 v.date BETWEEN '2025-04-01' AND '2025-04-30'
 AND v.is_order_voucher = 0
 AND v.is_inventory_voucher = 0
 AND vt.parent IN ('Sales', 'Credit Note', 'Debit Note')
 GROUP BY DATE_TRUNC('month', v.date)
),
gstr3b_summary AS (
 SELECT
 DATE_TRUNC('month', v.date) AS month,
 -- ✅ ONLY outward GST (3.1a)
 SUM(CASE
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%cgst%'
 AND vt.parent IN ('Sales','Debit Note','Credit Note')
 THEN ABS(a.amount) ELSE 0
 END) AS gstr3b_cgst,
 SUM(CASE
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%sgst%'
 AND vt.parent IN ('Sales','Debit Note','Credit Note')
 THEN ABS(a.amount) ELSE 0
 END) AS gstr3b_sgst,
 SUM(CASE
 WHEN LOWER(g.primary_group) = 'duties & taxes'
 AND LOWER(l.name) LIKE '%igst%'
 AND vt.parent IN ('Sales','Debit Note','Credit Note')
 THEN ABS(a.amount) ELSE 0
 END) AS gstr3b_igst
 FROM trn_voucher v
 JOIN mst_vouchertype vt ON v._voucher_type = vt.guid
 JOIN trn_accounting a ON v.guid = a.guid
 JOIN mst_ledger l ON a._ledger = l.guid
 JOIN mst_group g ON l._parent = g.guid
 WHERE
 v.date BETWEEN '2025-04-01' AND '2025-04-30'
 AND v.is_order_voucher = 0
 AND vt.parent IN ('Sales','Debit Note','Credit Note')
 GROUP BY DATE_TRUNC('month', v.date)
)
SELECT
 TO_CHAR(g1.month, 'Mon-YYYY') AS month,
 ROUND(g1.gstr1_taxable_value, 2) AS gstr1_taxable_value,
 ROUND(g1.gstr1_cgst, 2) AS gstr1_cgst,
 ROUND(g1.gstr1_sgst, 2) AS gstr1_sgst,
 ROUND(g1.gstr1_igst, 2) AS gstr1_igst,
 ROUND(g3.gstr3b_cgst, 2) AS gstr3b_cgst,
 ROUND(g3.gstr3b_sgst, 2) AS gstr3b_sgst,
 ROUND(g3.gstr3b_igst, 2) AS gstr3b_igst,
 -- ✅ Difference
 ROUND(g1.gstr1_cgst - g3.gstr3b_cgst, 2) AS cgst_mismatch,
 ROUND(g1.gstr1_sgst - g3.gstr3b_sgst, 2) AS sgst_mismatch,
 ROUND(g1.gstr1_igst - g3.gstr3b_igst, 2) AS igst_mismatch,
 CASE
 WHEN ABS(g1.gstr1_cgst - g3.gstr3b_cgst) > 1
 OR ABS(g1.gstr1_sgst - g3.gstr3b_sgst) > 1
 OR ABS(g1.gstr1_igst - g3.gstr3b_igst) > 1
 THEN 'Mismatch Found'
 ELSE 'Match'
 END AS status
FROM gstr1_summary g1
JOIN gstr3b_summary g3
 ON g1.month = g3.month;"
G142,What is TDS payable?,"SELECT
 l.name AS ledger_name,
 l.parent AS ledger_group,
 CASE
 WHEN l.closing_balance > 0
 THEN ABS(l.closing_balance)
 ELSE 0
 END AS credit_balance,
 CASE
 WHEN l.closing_balance < 0
 THEN ABS(l.closing_balance)
 ELSE 0
 END AS debit_balance
FROM mst_ledger l
JOIN mst_group g
 ON l._parent = g.guid
WHERE
 (
 LOWER(l.name) LIKE '%late fee%'
 OR LOWER(l.name) LIKE '%penalty%'
 )
ORDER BY l.name;"
G143,Which parties have TDS applied?,"SELECT
 ml.name AS ledger_name,
 SUM(CASE
 WHEN ta.amount > 0 THEN ABS(ta.amount)
 ELSE 0
 END) AS credit_amount,
 SUM(CASE
 WHEN ta.amount < 0 THEN ABS(ta.amount)
 ELSE 0
 END) AS debit_amount,
 SUM(ta.amount) AS net_rcm_liability
FROM trn_voucher tv
JOIN trn_accounting ta ON tv.guid = ta.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
WHERE tv.date BETWEEN '2022-04-01' AND '2023-03-31'
 AND mg.primary_group = 'Duties & Taxes'
 -- 🔥 Identify RCM
 AND (
 LOWER(ml.name) LIKE '%rcm%'
 OR LOWER(ml.name) LIKE '%reverse charge%'
 )
GROUP BY ml.name
HAVING SUM(ta.amount) != 0
ORDER BY ml.name;"
G144,Which payments missed TDS?,"SELECT ml.name,tv.voucher_type, SUM(ABS(ta.amount)) AS total_tds_deducted FROM trn_accounting ta INNER JOIN trn_voucher tv ON ta.guid = tv.guid INNER JOIN mst_ledger ml ON ta._ledger = ml.guid INNER JOIN mst_group mg ON ml._parent = mg.guid WHERE mg.primary_group = 'Duties & Taxes'
AND LOWER(ml.name) LIKE '%tds%'
AND LOWER(tv.voucher_type) LIKE '%journal%'
OR LOWER(tv.voucher_type) LIKE '%jur%'
AND tv.date BETWEEN '2025-04-01' AND '2026-03-31'
GROUP BY ml.name,tv.voucher_type;"
G145,What is TDS return summary?,"WITH RECURSIVE grp AS (
 /* TDS related groups */
 SELECT
 g.guid,
 g.name,
 g._parent
 FROM mst_group g
 WHERE LOWER(g.name) LIKE '%tds%'
 UNION ALL
 SELECT
 c.guid,
 c.name,
 c._parent
 FROM mst_group c
 JOIN grp p
 ON c._parent = p.guid
),
ledger_balance AS (
 SELECT
 ml.guid,
 ml.name AS ledger_name,
 SUM(ta.amount) AS closing_balance
 FROM trn_accounting ta
 JOIN trn_voucher tv
 ON ta.guid = tv.guid
 JOIN mst_ledger ml
 ON ta._ledger = ml.guid
 LEFT JOIN grp
 ON ml._parent = grp.guid
 WHERE tv.date <= '2026-03-31'
 AND (
 grp.guid IS NOT NULL
 OR LOWER(ml.name) LIKE '%tds%'
 )
 GROUP BY ml.guid, ml.name
)
SELECT
 ledger_name,
 ROUND(
 CASE
 WHEN closing_balance < 0
 THEN ABS(closing_balance)
 ELSE 0
 END
 ,2) AS credit_closing_balance,
 ROUND(
 CASE
 WHEN closing_balance > 0
 THEN closing_balance
 ELSE 0
 END
 ,2) AS debit_closing_balance,
 ROUND(
 CASE
 WHEN closing_balance < 0
 THEN ABS(closing_balance)
 ELSE -closing_balance
 END
 ,2) AS tds_payable
FROM ledger_balance
UNION ALL
SELECT
 'TOTAL',
 ROUND(SUM(
 CASE
 WHEN closing_balance < 0
 THEN ABS(closing_balance)
 ELSE 0
 END
 ),2),
 ROUND(SUM(
 CASE
 WHEN closing_balance > 0
 THEN closing_balance
 ELSE 0
 END
 ),2),
 ROUND(
 SUM(
 CASE
 WHEN closing_balance < 0
 THEN ABS(closing_balance)
 ELSE 0
 END
 )
 -
 SUM(
 CASE
 WHEN closing_balance > 0
 THEN closing_balance
 ELSE 0
 END
 )
 ,2)
FROM ledger_balance
ORDER BY 1;"
G146,TDS section-wise summary,"SELECT DISTINCT ml.name AS party_name, ml.it_pan, ml.gstn, ml.mailing_state, ml.mobile, ml.email FROM trn_accounting ta JOIN trn_voucher tv ON ta.guid = tv.guid JOIN mst_ledger ml ON ta._ledger = ml.guid JOIN mst_group mg ON ml._parent = mg.guid WHERE mg.primary_group IN ('Duties & Taxes', 'Current Liabilities') AND ml.name LIKE '%TDS%' AND tv.is_accounting_voucher = 1 AND tv.is_order_voucher = 0 AND tv.is_inventory_voucher = 0 AND tv.date BETWEEN '2024-04-01' AND '2026-03-31' AND tv._party_name IS NOT NULL AND tv._party_name != '' ORDER BY ml.name;"
G147,Any duplicate entries?,"SELECT v.date, v.voucher_type, v.voucher_number, v.party_name, l.name AS ledger_name, CASE WHEN a.amount < 0 THEN ABS(a.amount) ELSE 0 END AS debit_amount, CASE WHEN a.amount > 0 THEN ABS(a.amount) ELSE 0 END AS credit_amount FROM trn_voucher v INNER JOIN trn_accounting a ON v.guid = a.guid INNER JOIN mst_ledger l ON a._ledger = l.guid INNER JOIN mst_group g ON l._parent = g.guid INNER JOIN mst_vouchertype vt ON v._voucher_type = vt.guid WHERE vt.parent = 'Payment' AND v.is_accounting_voucher = 1 AND v.is_order_voucher = 0 AND v.is_inventory_voucher = 0 AND v.date BETWEEN '2026-01-01' AND '2026-01-01' AND v.guid NOT IN ( SELECT DISTINCT a2.guid FROM trn_accounting a2 INNER JOIN mst_ledger l2 ON a2._ledger = l2.guid INNER JOIN mst_group g2 ON l2._parent = g2.guid WHERE g2.primary_group = 'Duties & Taxes' AND (l2.name ILIKE '%TDS%' OR l2.parent ILIKE '%TDS%') ) ORDER BY v.date DESC, v.voucher_number;"
G148,Any round-off manipulation?,"WITH RECURSIVE grp AS (
 /* Find TDS related groups */
 SELECT guid,name,_parent
 FROM mst_group
 WHERE LOWER(name) LIKE '%tds%'
 UNION ALL
 SELECT g.guid,g.name,g._parent
 FROM mst_group g
 JOIN grp p
 ON g._parent = p.guid
),
tds_entries AS (
 SELECT
 tv.guid,
 tv.date,
 COALESCE(NULLIF(tv.party_name,''),'Unknown') AS deductee_name,
 ml.name AS ledger_name,
 ta.amount
 FROM trn_accounting ta
 JOIN trn_voucher tv
 ON ta.guid = tv.guid
 JOIN mst_ledger ml
 ON ta._ledger = ml.guid
 LEFT JOIN grp
 ON ml._parent = grp.guid
 WHERE tv.date BETWEEN '2025-04-01' AND '2026-03-31'
 AND (
 grp.guid IS NOT NULL
 OR LOWER(ml.name) LIKE '%tds%'
 OR LOWER(ml.name) LIKE '%194%'
 OR LOWER(ml.name) LIKE '%tax deducted%'
 )
),
summary AS (
 SELECT
 ROUND(SUM(CASE WHEN amount < 0 THEN ABS(amount) ELSE 0 END),2) AS total_tds_deducted,
 ROUND(SUM(CASE WHEN amount > 0 THEN amount ELSE 0 END),2) AS total_tds_paid,
 ROUND(
 SUM(CASE WHEN amount < 0 THEN ABS(amount) ELSE 0 END) -
 SUM(CASE WHEN amount > 0 THEN amount ELSE 0 END)
 ,2) AS balance_payable,
 COUNT(*) AS transaction_count,
 COUNT(DISTINCT deductee_name) AS deductee_count,
 SUM(CASE WHEN deductee_name = 'Unknown' THEN 1 ELSE 0 END) AS pan_missing_cases
 FROM tds_entries
)
SELECT
 'FY 2025-26' AS return_period,
 total_tds_deducted,
 total_tds_paid,
 balance_payable,
 transaction_count,
 deductee_count,
 pan_missing_cases,
 0 AS uncertain_transactions,
 0 AS late_fee
FROM summary;"
G149,Audit trail summary,"SELECT
 ml.name AS tds_section,
 SUM(ta.amount) AS total_tds,
 COUNT(DISTINCT tv.guid) AS voucher_count
FROM trn_voucher tv
JOIN trn_accounting ta ON tv.guid = ta.guid
JOIN mst_ledger ml ON ta._ledger = ml.guid
JOIN mst_group mg ON ml._parent = mg.guid
WHERE tv.date BETWEEN '2022-04-01' AND '2023-03-31'
 -- 🔥 Identify TDS ledgers
 AND LOWER(ml.name) LIKE '%tds%'
 AND mg.primary_group IN ('Duties & Taxes')
GROUP BY ml.name
HAVING SUM(ABS(ta.amount)) > 0
ORDER BY total_tds DESC;"
G150,What is my creditor aging?,"SELECT
 tv.date,
 vt.name AS voucher_type,
 tv.voucher_number,
 tv.party_name,
 tv.reference_number,
 dup.duplicate_count
FROM trn_voucher tv
JOIN mst_vouchertype vt
 ON tv._voucher_type = vt.guid
JOIN (
 /* Find document/reference numbers used in vouchers dated 02-02-2026,
 then check if same number exists multiple times in all dates */
 SELECT
 reference_number,
 COUNT(*) AS duplicate_count
 FROM trn_voucher
 WHERE reference_number IN (
 SELECT DISTINCT reference_number
 FROM trn_voucher
 WHERE date = '2025-08-13'
 -- AND COALESCE(reference_number,'') <> ''
 )
 GROUP BY reference_number
 HAVING COUNT(*) > 1
) dup
 ON tv.reference_number = dup.reference_number
ORDER BY
 tv.reference_number,
 tv.date,
 tv.voucher_number;"
G151,Total contra entry will value,"SELECT v.date, v.voucher_type, v.voucher_number, v.party_name, l.name AS ledger_name, a.amount, CASE WHEN a.amount > 0 THEN ABS(a.amount) ELSE 0 END AS credit_amount, CASE WHEN a.amount < 0 THEN ABS(a.amount) ELSE 0 END AS debit_amount FROM trn_voucher v INNER JOIN trn_accounting a ON v.guid = a.guid INNER JOIN mst_ledger l ON a._ledger = l.guid WHERE (l.name ILIKE '%round%off%' OR l.name ILIKE '%rounding%') AND v.date BETWEEN '2021-03-01' AND '2021-03-31' AND v.is_order_voucher = 0 AND v.is_inventory_voucher = 0 ORDER BY v.date DESC, v.voucher_number;"
