id,question,query,language
party_credit_note_list__1_en_12,How many credit notes were issued to Ramdas Wholesale?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__1_en_13,List credit note transactions for Ramdas Wholesale.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__1_en_14,Show credit note date and number for Ramdas Wholesale.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__1_en_15,Give credit note details for Ramdas Wholesale.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__1_en_16,What credit memos were raised for Ramdas Wholesale?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__1_en_17,Display CN vouchers for party Ramdas Wholesale.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__1_en_18,Show me credit notes with narration for Ramdas Wholesale.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__1_en_19,Get credit notes issued to Ramdas Wholesale in this period.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__1_hi_0,Ramdas Wholesale के लिए क्रेडिट नोट दिखाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_1,Ramdas Wholesale को जारी किए गए सभी क्रेडिट नोट की सूची दो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_2,Ramdas Wholesale के क्रेडिट नोट क्या हैं?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_3,Ramdas Wholesale के क्रेडिट नोट एंट्री निकालो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_4,Ramdas Wholesale के लिए उठाए गए क्रेडिट नोट दिखाएं।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_5,Ramdas Wholesale के क्रेडिट नोट मुझे दो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_6,क्या Ramdas Wholesale के कोई क्रेडिट नोट हैं? दिखाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_7,Ramdas Wholesale के क्रेडिट नोट खींचो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_8,Ramdas Wholesale के क्रेडिट नोट - सूची बनाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_9,Ramdas Wholesale के क्रेडिट नोट वाउचर क्या हैं?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_10,Ramdas Wholesale की सभी CN एंट्री दिखाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_11,Ramdas Wholesale से जुड़े क्रेडिट नोट निकालो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_12,Ramdas Wholesale को कितने क्रेडिट नोट जारी हुए?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_13,Ramdas Wholesale के क्रेडिट नोट लेनदेन की सूची दो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_14,Ramdas Wholesale के क्रेडिट नोट की तारीख और नंबर दिखाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_15,Ramdas Wholesale के क्रेडिट नोट का विवरण दो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_16,Ramdas Wholesale के लिए कौन से क्रेडिट मेमो बने?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_17,पार्टी Ramdas Wholesale के CN वाउचर दिखाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_18,Ramdas Wholesale के क्रेडिट नोट विवरण के साथ दिखाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_hi_19,इस अवधि में Ramdas Wholesale को जारी क्रेडिट नोट दिखाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__1_gu_0,Ramdas Wholesale માટે ક્રેડિટ નોટ બતાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_1,Ramdas Wholesale ને જારી કરેલ તમામ ક્રેડિટ નોટ ની યાદી આપો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_2,Ramdas Wholesale ના ક્રેડિટ નોટ કયા છે?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_3,Ramdas Wholesale ના ક્રેડિટ નોટ એન્ટ્રી કાઢો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_4,Ramdas Wholesale માટે ઉઠાવેલ ક્રેડિટ નોટ બતાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_5,Ramdas Wholesale ના ક્રેડિટ નોટ મને આપો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_6,શું Ramdas Wholesale ના કોઈ ક્રેડિટ નોટ છે? બતાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_7,Ramdas Wholesale ના ક્રેડિટ નોટ ખેંચો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_8,Ramdas Wholesale ના ક્રેડિટ નોટ - યાદી બનાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_9,Ramdas Wholesale ના ક્રેડિટ નોટ વાઉચર કયા છે?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_10,Ramdas Wholesale ની બધી CN એન્ટ્રી બતાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_11,Ramdas Wholesale સાથે જોડાયેલ ક્રેડિટ નોટ કાઢો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_12,Ramdas Wholesale ને કેટલા ક્રેડિટ નોટ જારી થયા?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_13,Ramdas Wholesale ના ક્રેડિટ નોટ વ્યવહારોની યાદી આપો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_14,Ramdas Wholesale ના ક્રેડિટ નોટ ની તારીખ અને નંબર બતાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_15,Ramdas Wholesale ની ક્રેડિટ નોટ વિગત આપો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_16,Ramdas Wholesale માટે કયા ક્રેડિટ મેમો બન્યા?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_17,પાર્ટી Ramdas Wholesale ના CN વાઉચર બતાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_18,Ramdas Wholesale ના ક્રેડિટ નોટ વર્ણન સાથે બતાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_gu_19,આ સમયગાળામાં Ramdas Wholesale ને જારી ક્રેડિટ નોટ બતાવો.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",gu
party_credit_note_list__1_hinglish_0,Ramdas Wholesale ke liye credit notes dikhao.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_1,Ramdas Wholesale ko jaari kiye gaye saare credit notes ki list do.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_2,Ramdas Wholesale ke credit notes kya hain?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_3,Ramdas Wholesale ke credit note entries nikalo.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_4,Ramdas Wholesale ke liye uthaye gaye credit notes dikhao.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_5,Ramdas Wholesale ke credit notes mujhe do.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_6,Kya Ramdas Wholesale ke koi credit notes hain? Dikhao.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
